time,target_ids,target_ranges,target_speeds,bin_target_speeds
2025-10-29T20:11:35.877065+00:00,"[164, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:35.974524+00:00,"[164, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:36.120760+00:00,"[164, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:36.218254+00:00,"[164, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:36.364534+00:00,"[164, 0, 0, 0, 0, 0]","[45, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:36.462043+00:00,"[164, 0, 0, 0, 0, 0]","[45, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:36.608297+00:00,"[164, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:36.754553+00:00,"[164, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[5.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010101', '', '', '', '', '']"
2025-10-29T20:11:36.852040+00:00,"[164, 0, 0, 0, 0, 0]","[43, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:36.998291+00:00,"[164, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.095764+00:00,"[164, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.242020+00:00,"[164, 0, 0, 0, 0, 0]","[41, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.339542+00:00,"[164, 0, 0, 0, 0, 0]","[41, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.485812+00:00,"[164, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.632056+00:00,"[164, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.729551+00:00,"[164, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.875803+00:00,"[164, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010100', '', '', '', '', '']"
2025-10-29T20:11:37.973306+00:00,"[164, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.119529+00:00,"[164, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.217040+00:00,"[164, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.363299+00:00,"[164, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.509581+00:00,"[164, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.607062+00:00,"[164, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.802074+00:00,"[164, 0, 0, 0, 0, 0]","[35, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.899564+00:00,"[164, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0]","[4.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010011', '', '', '', '', '']"
2025-10-29T20:11:38.997075+00:00,"[164, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0]","[4.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010010', '', '', '', '', '']"
2025-10-29T20:11:39.094557+00:00,"[164, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[4.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010010', '', '', '', '', '']"
2025-10-29T20:11:39.289537+00:00,"[164, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[4.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010010', '', '', '', '', '']"
2025-10-29T20:11:39.388191+00:00,"[164, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:39.484567+00:00,"[164, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:39.630824+00:00,"[164, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:39.728321+00:00,"[164, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:39.874575+00:00,"[164, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:39.972070+00:00,"[164, 0, 0, 0, 0, 0]","[29, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:40.118303+00:00,"[164, 0, 0, 0, 0, 0]","[29, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:40.215798+00:00,"[164, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:40.362079+00:00,"[164, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[4.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010001', '', '', '', '', '']"
2025-10-29T20:11:40.459589+00:00,"[164, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[4.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010000', '', '', '', '', '']"
2025-10-29T20:11:40.605825+00:00,"[164, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[4.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010000', '', '', '', '', '']"
2025-10-29T20:11:40.752084+00:00,"[164, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[4.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010000', '', '', '', '', '']"
2025-10-29T20:11:40.849578+00:00,"[164, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001111', '', '', '', '', '']"
2025-10-29T20:11:40.995830+00:00,"[164, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001111', '', '', '', '', '']"
2025-10-29T20:11:41.093329+00:00,"[164, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001111', '', '', '', '', '']"
2025-10-29T20:11:41.288312+00:00,"[164, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001111', '', '', '', '', '']"
2025-10-29T20:11:41.385834+00:00,"[164, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001111', '', '', '', '', '']"
2025-10-29T20:11:41.483350+00:00,"[164, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001111', '', '', '', '', '']"
2025-10-29T20:11:41.629593+00:00,"[164, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001111', '', '', '', '', '']"
2025-10-29T20:11:41.727094+00:00,"[164, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:41.873343+00:00,"[164, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:41.970838+00:00,"[164, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.117084+00:00,"[164, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.214568+00:00,"[164, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.360839+00:00,"[164, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.507086+00:00,"[164, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.604607+00:00,"[164, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.750856+00:00,"[164, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.897116+00:00,"[164, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:42.994599+00:00,"[164, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.092101+00:00,"[164, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.287086+00:00,"[164, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.384600+00:00,"[164, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.482115+00:00,"[164, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.628361+00:00,"[164, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.725866+00:00,"[164, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.872111+00:00,"[164, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:43.969604+00:00,"[164, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.115833+00:00,"[164, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.213329+00:00,"[164, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.359600+00:00,"[164, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.505881+00:00,"[164, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.603369+00:00,"[164, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.749632+00:00,"[164, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.847123+00:00,"[164, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[3.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001110', '', '', '', '', '']"
2025-10-29T20:11:44.993372+00:00,"[164, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.090869+00:00,"[164, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.237127+00:00,"[164, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.383381+00:00,"[164, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.480919+00:00,"[164, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.627146+00:00,"[164, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.724651+00:00,"[164, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.870888+00:00,"[164, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:45.968390+00:00,"[164, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.114625+00:00,"[164, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.212120+00:00,"[164, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.358379+00:00,"[164, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.504642+00:00,"[164, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.602134+00:00,"[164, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.748383+00:00,"[164, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.845880+00:00,"[164, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:46.992127+00:00,"[164, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.089623+00:00,"[164, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.284628+00:00,"[164, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.382241+00:00,"[164, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.479752+00:00,"[164, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.625879+00:00,"[164, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.723415+00:00,"[164, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.869644+00:00,"[164, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:47.967230+00:00,"[164, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.113457+00:00,"[164, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.210962+00:00,"[164, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.357247+00:00,"[164, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.503487+00:00,"[164, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.600977+00:00,"[164, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.747150+00:00,"[164, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.844737+00:00,"[164, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:48.990992+00:00,"[164, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:49.137236+00:00,"[164, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:49.234727+00:00,"[164, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[3.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001101', '', '', '', '', '']"
2025-10-29T20:11:49.380973+00:00,"[164, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:49.478523+00:00,"[164, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:49.624754+00:00,"[164, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:49.722263+00:00,"[164, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:49.868414+00:00,"[164, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:49.965930+00:00,"[164, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:50.112128+00:00,"[164, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:50.209774+00:00,"[164, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:50.356033+00:00,"[164, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:50.502279+00:00,"[164, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:50.599765+00:00,"[164, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:50.746024+00:00,"[164, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:11:50.843515+00:00,"[164, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00001100', '', '', '', '', '']"
2025-10-29T20:29:07.474772+00:00,"[200, 0, 0, 0, 0, 0]","[126, 0, 0, 0, 0, 0]","[17.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000100', '', '', '', '', '']"
2025-10-29T20:29:07.620988+00:00,"[200, 0, 0, 0, 0, 0]","[124, 0, 0, 0, 0, 0]","[17.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000100', '', '', '', '', '']"
2025-10-29T20:29:07.718529+00:00,"[200, 0, 0, 0, 0, 0]","[121, 0, 0, 0, 0, 0]","[16.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000011', '', '', '', '', '']"
2025-10-29T20:29:07.864789+00:00,"[200, 0, 0, 0, 0, 0]","[120, 0, 0, 0, 0, 0]","[16.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000011', '', '', '', '', '']"
2025-10-29T20:29:07.962270+00:00,"[200, 0, 0, 0, 0, 0]","[118, 0, 0, 0, 0, 0]","[16.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000011', '', '', '', '', '']"
2025-10-29T20:29:08.157293+00:00,"[200, 0, 0, 0, 0, 0]","[116, 0, 0, 0, 0, 0]","[16.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000011', '', '', '', '', '']"
2025-10-29T20:29:08.254777+00:00,"[200, 0, 0, 0, 0, 0]","[114, 0, 0, 0, 0, 0]","[16.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000011', '', '', '', '', '']"
2025-10-29T20:29:08.352281+00:00,"[200, 0, 0, 0, 0, 0]","[112, 0, 0, 0, 0, 0]","[16.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000010', '', '', '', '', '']"
2025-10-29T20:29:08.498545+00:00,"[200, 0, 0, 0, 0, 0]","[110, 0, 0, 0, 0, 0]","[16.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000010', '', '', '', '', '']"
