time,target_ids,target_ranges,target_speeds,bin_target_speeds
2025-10-29T20:31:43.378834+00:00,"[148, 0, 0, 0, 0, 0]","[66, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:43.476344+00:00,"[148, 0, 0, 0, 0, 0]","[65, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:43.622590+00:00,"[148, 0, 0, 0, 0, 0]","[64, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:43.720117+00:00,"[148, 0, 0, 0, 0, 0]","[63, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:43.866358+00:00,"[148, 0, 0, 0, 0, 0]","[62, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:43.963857+00:00,"[148, 0, 0, 0, 0, 0]","[62, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.158845+00:00,"[148, 0, 0, 0, 0, 0]","[61, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.256342+00:00,"[148, 0, 0, 0, 0, 0]","[60, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.353843+00:00,"[148, 0, 0, 0, 0, 0]","[59, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.500102+00:00,"[148, 0, 0, 0, 0, 0]","[58, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.597595+00:00,"[148, 0, 0, 0, 0, 0]","[57, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.743850+00:00,"[148, 0, 0, 0, 0, 0]","[56, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.841372+00:00,"[148, 0, 0, 0, 0, 0]","[56, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:44.987620+00:00,"[148, 0, 0, 0, 0, 0]","[56, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:45.085620+00:00,"[148, 0, 0, 0, 0, 0]","[55, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:45.231466+00:00,"[148, 0, 0, 0, 0, 0]","[54, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:45.377617+00:00,"[148, 0, 0, 0, 0, 0]","[53, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:45.475118+00:00,"[148, 0, 0, 0, 0, 0]","[52, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:45.621354+00:00,"[148, 0, 0, 0, 0, 0]","[51, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:45.718874+00:00,"[148, 0, 0, 0, 0, 0]","[50, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:45.865149+00:00,"[148, 0, 0, 0, 0, 0]","[49, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:45.962615+00:00,"[148, 0, 0, 0, 0, 0]","[48, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:46.157610+00:00,"[148, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:46.255115+00:00,"[148, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:46.352613+00:00,"[148, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:46.498867+00:00,"[148, 0, 0, 0, 0, 0]","[45, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:46.596429+00:00,"[148, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:46.742764+00:00,"[148, 0, 0, 0, 0, 0]","[43, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:46.840261+00:00,"[148, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:46.986515+00:00,"[148, 0, 0, 0, 0, 0]","[41, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:47.084510+00:00,"[148, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:47.230264+00:00,"[148, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:47.376536+00:00,"[148, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:47.474044+00:00,"[148, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:47.620288+00:00,"[148, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:47.717780+00:00,"[148, 0, 0, 0, 0, 0]","[35, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:47.863993+00:00,"[148, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:48.010204+00:00,"[148, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:48.108293+00:00,"[148, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:48.254030+00:00,"[148, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:48.351519+00:00,"[148, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:48.497764+00:00,"[148, 0, 0, 0, 0, 0]","[29, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:48.595170+00:00,"[148, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:48.741451+00:00,"[148, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:48.838918+00:00,"[148, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:48.985177+00:00,"[148, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.180149+00:00,"[148, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.277657+00:00,"[148, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.375165+00:00,"[148, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.472663+00:00,"[148, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.618917+00:00,"[148, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.716412+00:00,"[148, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.862674+00:00,"[148, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:49.960174+00:00,"[148, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:50.155164+00:00,"[148, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:50.252659+00:00,"[148, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:31:50.350166+00:00,"[148, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:31:50.496424+00:00,"[148, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:31:50.593930+00:00,"[148, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:31:50.740177+00:00,"[148, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:31:50.837772+00:00,"[148, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:31:50.983929+00:00,"[148, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:31:51.178924+00:00,"[148, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:31:51.276544+00:00,"[148, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:31:51.374046+00:00,"[148, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:31:51.471524+00:00,"[148, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:31:51.617809+00:00,"[148, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:31:51.715300+00:00,"[148, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:31:51.861551+00:00,"[148, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:31:51.959046+00:00,"[148, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:31:52.154025+00:00,"[148, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:31:52.251455+00:00,"[148, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:31:52.348977+00:00,"[148, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-10-29T20:31:52.495232+00:00,"[148, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-10-29T20:31:52.641476+00:00,"[148, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-10-29T20:31:52.738969+00:00,"[148, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:52.836467+00:00,"[148, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:52.982727+00:00,"[148, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:53.177719+00:00,"[148, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:53.275213+00:00,"[148, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:53.372726+00:00,"[148, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:53.470229+00:00,"[148, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:53.616506+00:00,"[148, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:53.713969+00:00,"[148, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:53.860236+00:00,"[148, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:54.006474+00:00,"[148, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:54.104497+00:00,"[148, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:54.250234+00:00,"[148, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:31:54.396499+00:00,"[148, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-10-29T20:38:28.251977+00:00,"[144, 0, 0, 0, 0, 0]","[82, 0, 0, 0, 0, 0]","[14.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111000', '', '', '', '', '']"
2025-10-29T20:38:28.349451+00:00,"[144, 0, 0, 0, 0, 0]","[80, 0, 0, 0, 0, 0]","[14.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111000', '', '', '', '', '']"
2025-10-29T20:38:28.495735+00:00,"[144, 0, 0, 0, 0, 0]","[78, 0, 0, 0, 0, 0]","[13.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110111', '', '', '', '', '']"
2025-10-29T20:38:28.593205+00:00,"[144, 0, 0, 0, 0, 0]","[77, 0, 0, 0, 0, 0]","[13.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110111', '', '', '', '', '']"
2025-10-29T20:38:28.739466+00:00,"[144, 0, 0, 0, 0, 0]","[75, 0, 0, 0, 0, 0]","[13.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110111', '', '', '', '', '']"
2025-10-29T20:38:28.836980+00:00,"[144, 0, 0, 0, 0, 0]","[73, 0, 0, 0, 0, 0]","[13.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110111', '', '', '', '', '']"
2025-10-29T20:38:28.983199+00:00,"[144, 0, 0, 0, 0, 0]","[71, 0, 0, 0, 0, 0]","[13.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110111', '', '', '', '', '']"
2025-10-29T20:38:29.178180+00:00,"[144, 0, 0, 0, 0, 0]","[69, 0, 0, 0, 0, 0]","[13.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110110', '', '', '', '', '']"
2025-10-29T20:38:29.275695+00:00,"[144, 0, 0, 0, 0, 0]","[68, 0, 0, 0, 0, 0]","[13.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110110', '', '', '', '', '']"
2025-10-29T20:38:29.373190+00:00,"[144, 0, 0, 0, 0, 0]","[67, 0, 0, 0, 0, 0]","[13.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110110', '', '', '', '', '']"
2025-10-29T20:38:29.470716+00:00,"[144, 0, 0, 0, 0, 0]","[65, 0, 0, 0, 0, 0]","[13.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110110', '', '', '', '', '']"
2025-10-29T20:38:29.616997+00:00,"[144, 0, 0, 0, 0, 0]","[63, 0, 0, 0, 0, 0]","[13.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110101', '', '', '', '', '']"
2025-10-29T20:38:29.714472+00:00,"[144, 0, 0, 0, 0, 0]","[61, 0, 0, 0, 0, 0]","[13.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110101', '', '', '', '', '']"
2025-10-29T20:38:29.860726+00:00,"[144, 0, 0, 0, 0, 0]","[60, 0, 0, 0, 0, 0]","[13.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110101', '', '', '', '', '']"
2025-10-29T20:38:29.958206+00:00,"[144, 0, 0, 0, 0, 0]","[58, 0, 0, 0, 0, 0]","[13.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110100', '', '', '', '', '']"
2025-10-29T20:38:30.153209+00:00,"[144, 0, 0, 0, 0, 0]","[57, 0, 0, 0, 0, 0]","[13.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110100', '', '', '', '', '']"
2025-10-29T20:38:30.250710+00:00,"[144, 0, 0, 0, 0, 0]","[55, 0, 0, 0, 0, 0]","[13.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110100', '', '', '', '', '']"
2025-10-29T20:38:30.348214+00:00,"[144, 0, 0, 0, 0, 0]","[54, 0, 0, 0, 0, 0]","[13.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110100', '', '', '', '', '']"
2025-10-29T20:38:30.494478+00:00,"[144, 0, 0, 0, 0, 0]","[52, 0, 0, 0, 0, 0]","[13.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110100', '', '', '', '', '']"
2025-10-29T20:38:30.591952+00:00,"[144, 0, 0, 0, 0, 0]","[51, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:38:30.738195+00:00,"[144, 0, 0, 0, 0, 0]","[49, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:38:30.835725+00:00,"[144, 0, 0, 0, 0, 0]","[48, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:38:30.981976+00:00,"[144, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:38:31.176986+00:00,"[144, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:38:31.274475+00:00,"[144, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:38:31.371982+00:00,"[144, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:38:31.469498+00:00,"[144, 0, 0, 0, 0, 0]","[41, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:31.615720+00:00,"[144, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:31.713207+00:00,"[144, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:31.859492+00:00,"[144, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:32.005718+00:00,"[144, 0, 0, 0, 0, 0]","[35, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:32.103719+00:00,"[144, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:32.249458+00:00,"[144, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:32.346965+00:00,"[144, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:32.542048+00:00,"[144, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:32.639490+00:00,"[144, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[12.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110010', '', '', '', '', '']"
2025-10-29T20:38:32.736998+00:00,"[144, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-10-29T20:38:32.834501+00:00,"[144, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-10-29T20:38:32.980733+00:00,"[144, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-10-29T20:38:33.175722+00:00,"[144, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0]","[12.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110000', '', '', '', '', '']"
2025-10-29T20:38:33.321986+00:00,"[144, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[12.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110000', '', '', '', '', '']"
